UniqueKey,CollectingEventID,StartCollectingDate,EndCollectingDate,MMWRWeek,Latitude,Longitude,County,NearestPopulatedLocation,CollectionSite,NumberofTraps,CollectingMethod,PoolID,Genus,Species,NumberofSpecimens,LACResult,SLEResult,WNVResult,EEEResult,AdultFemales,AdultMales,NearestStreetAddress
108,20,6/5/2017,6/6/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,CDC Light Trap WITH dry ice,68,Culex,Culex erraticus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co., WV"
109,20,6/5/2017,6/6/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,CDC Light Trap WITH dry ice,66,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
110,20,6/5/2017,6/6/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,CDC Gravid Trap,67,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co., WV"
111,21,6/5/2017,6/6/2017,23,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,69,Aedes,Aedes japonicus,12,Negative,Negative,Negative,Negative,12,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
112,21,6/5/2017,6/6/2017,23,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,70,Culex,Culex restuans,6,Not Tested,Not Tested,Not Tested,Not Tested,6,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
113,21,6/5/2017,6/6/2017,23,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Light Trap WITH dry ice,70,Culex,Culex erraticus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
114,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,71,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
115,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,72,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
116,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,73,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
117,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,74,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
118,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,75,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
119,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,76,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
120,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,77,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
121,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,78,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
122,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,79,Culex,Culex restuans,39,Negative,Negative,Negative,Negative,39,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
123,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Light Trap WITH dry ice,79,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
124,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Light Trap WITH dry ice,80,Anopheles,Anopheles punctipennis,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
125,22,6/5/2017,6/6/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Light Trap WITH dry ice,81,Psorophora,Psorophora ferox,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
126,23,6/5/2017,6/6/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,82,Culex,Culex restuans,14,Negative,Negative,Negative,Negative,14,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
127,23,6/5/2017,6/6/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,83,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
128,23,6/5/2017,6/6/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,82,Culex,Culex erraticus,1,Negative,Negative,Negative,Negative,1,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
129,23,6/5/2017,6/6/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Light Trap WITH dry ice,82,Culex,Culex restuans,7,Negative,Negative,Negative,Negative,7,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
130,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,CDC Gravid Trap,84,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
131,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,CDC Gravid Trap,85,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
132,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,85,Culex,Culex restuans,49,Negative,Negative,Negative,Negative,49,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
133,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,86,Culex,Culex restuans,26,Negative,Negative,Negative,Negative,26,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
134,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,87,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
135,24,6/6/2017,6/7/2017,23,39.2828,-81.5578,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,88,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Water Treatment, Parkersburg, Wood Co. WV"
136,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,BG Sentinel Trap WITHOUT dry ice,89,Culex,Culex restuans,44,Negative,Negative,Negative,Negative,44,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
137,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,89,Culex,Culex restuans,6,Negative,Negative,Negative,Negative,6,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
138,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,90,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
139,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,91,Culex,Culex restuans,25,Negative,Negative,Negative,Negative,25,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
140,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,92,Aedes,Aedes japonicus,6,Not Tested,Not Tested,Not Tested,Not Tested,6,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
141,25,6/6/2017,6/7/2017,23,37.7433,-81.1939,Raleigh,MacArthur,Residence,3,CDC Gravid Trap,93,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"MacArthur Sewage Treatment, 900 Fitzpatrick Road, MacArthur, Raleigh Co., WV"
142,26,6/6/2017,6/7/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,94,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
143,26,6/6/2017,6/7/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,12,CDC Gravid Trap,95,Culex,Culex restuans,12,Negative,Negative,Negative,Negative,12,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
144,26,6/6/2017,6/7/2017,23,38.3758,-80.8337,Nicholas,Muddlety,Wetlands,3,CDC Gravid Trap,96,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"West Virginia Department of Highways Enoch Branch Wetlands, Muddlety, Nicholas Co., WV"
145,27,6/6/2017,6/7/2017,23,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,97,Culex,Culex restuans,47,Negative,Positive,Negative,Negative,47,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
146,27,6/6/2017,6/7/2017,23,37.9794,-81.1344,Fayette,Oak Hill,Residence,3,CDC Gravid Trap,98,Aedes,Aedes japonicus,11,Negative,Negative,Negative,Negative,11,0,"Oak Hill Sewage Treatment, Oak Hill, Fayette Co., WV"
147,28,5/18/2017,5/19/2017,20,38.3546,-81.7208,Kanawha,South Charleston,Urban site,4,CDC Gravid Trap,99,Aedes,Aedes albopictus,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
148,29,5/22/2017,5/23/2017,21,38.3546,-81.7208,Kanawha,South Charleston,Urban site,5,CDC Gravid Trap,100,Culex,Culex restuans,18,Negative,Negative,Negative,Negative,18,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
149,29,5/22/2017,5/23/2017,21,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,101,Aedes,Aedes japonicus,7,Negative,Negative,Negative,Negative,7,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
150,30,5/31/2017,6/1/2017,22,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,BG Sentinel Trap WITHOUT dry ice,102,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
151,30,5/31/2017,6/1/2017,22,38.3546,-81.7208,Kanawha,South Charleston,Urban site,3,BG Sentinel Trap WITHOUT dry ice,103,Culex,Culex restuans,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
152,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,101,Aedes,Aedes japonicus,4,Negative,Negative,Negative,Negative,4,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
153,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,104,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
154,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,105,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
155,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,106,Culex,Culex restuans,49,Negative,Negative,Negative,Negative,49,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
156,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,106,Culex,Culex pipiens,1,Negative,Negative,Negative,Negative,1,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
157,31,6/5/2017,6/6/2017,23,38.3546,-81.7208,Kanawha,South Charleston,Urban site,2,CDC Gravid Trap,107,Culex,Culex restuans,24,Negative,Negative,Negative,Negative,24,0,"Sunset Memorial Cemetery, South Charleston, Kanawha Co., WV"
158,32,6/8/2017,6/9/2017,23,38.373,-81.5859,Kanawha,Charleston,Residence,3,CDC Gravid Trap,108,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Air National Guard, 1679 Coonskin Drive, Charleston, Kanawha Co., WV"
159,32,6/8/2017,6/9/2017,23,38.373,-81.5859,Kanawha,Charleston,Residence,3,CDC Gravid Trap,109,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,"Air National Guard, 1679 Coonskin Drive, Charleston, Kanawha Co., WV"
160,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,CDC Gravid Trap,110,Culex,Culex restuans,45,Negative,Negative,Negative,Negative,45,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
161,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,CDC Gravid Trap,111,Aedes,Aedes hendersoni,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
162,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,CDC Light Trap WITH dry ice,110,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,5,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
163,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,CDC Light Trap WITH dry ice,112,Culex,Culex erraticus,1,Negative,Negative,Negative,Negative,1,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
164,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,CDC Light Trap WITH dry ice,112,Culex,Culex restuans,12,Negative,Negative,Negative,Negative,12,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
165,33,6/8/2017,6/9/2017,23,37.7903,-81.2125,Raleigh,Beckley,Urban site,3,BG Sentinel Trap WITHOUT dry ice,112,Culex,Culex restuans,8,Negative,Negative,Negative,Negative,8,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
166,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Gravid Trap,113,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
167,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,113,Culex,Culex erraticus,49,Negative,Negative,Negative,Negative,49,0,"Elk Estates, Elkview, Kanawha Co., WV"
168,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,114,Culex,Culex erraticus,50,Negative,Negative,Negative,Negative,50,0,"Elk Estates, Elkview, Kanawha Co., WV"
169,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,115,Culex,Culex erraticus,10,Negative,Negative,Negative,Negative,10,0,"Elk Estates, Elkview, Kanawha Co., WV"
170,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,116,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
171,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,116,Anopheles,Anopheles quadrimaculatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
172,34,6/8/2017,6/9/2017,23,38.4446,-81.4509,Kanawha,Elkview,Residence,3,CDC Light Trap WITH dry ice,117,Coquillettidia,Coquilletidia perturbans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Elk Estates, Elkview, Kanawha Co., WV"
173,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,CDC Gravid Trap,118,Culex,Culex restuans,7,Negative,Negative,Negative,Negative,7,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
174,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,CDC Light Trap WITH dry ice,118,Culex,Culex restuans,3,Negative,Negative,Negative,Negative,3,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
175,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,CDC Light Trap WITH dry ice,118,Culex,Culex pipiens,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
176,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,CDC Light Trap WITH dry ice,119,Anopheles,Anopheles quadrimaculatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
177,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,CDC Light Trap WITH dry ice,120,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
178,35,6/8/2017,6/9/2017,23,39.2783,-81.5483,Wood,Parkersburg,Residence,3,BG Sentinel Trap WITHOUT dry ice,121,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
179,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,122,Aedes,Aedes trivittatus,11,Negative,Negative,Negative,Negative,11,0,"25 Park Avenue, Huntington, Wayne Co., WV"
180,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,122,Aedes,Aedes vexans,20,Negative,Negative,Negative,Negative,20,0,"25 Park Avenue, Huntington, Wayne Co., WV"
181,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,123,Anopheles,Anopheles punctipennis,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"25 Park Avenue, Huntington, Wayne Co., WV"
182,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,124,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"25 Park Avenue, Huntington, Wayne Co., WV"
183,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,125,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"25 Park Avenue, Huntington, Wayne Co., WV"
184,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Gravid Trap,124,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"25 Park Avenue, Huntington, Wayne Co., WV"
185,36,5/30/2017,5/31/2017,22,38.4003,-82.4961,Wayne,Huntington,Residence,2,CDC Gravid Trap,125,Culex,Culex restuans,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"25 Park Avenue, Huntington, Wayne Co., WV"
186,37,5/30/2017,5/31/2017,22,38.3996,-82.5276,Wayne,Huntington,Residence,2,CDC Gravid Trap,126,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"5010 Sunset Drive, Huntington, Wayne Co., WV"
187,37,5/30/2017,5/31/2017,22,38.3996,-82.5276,Wayne,Huntington,Residence,2,CDC Gravid Trap,127,Culex,Culex restuans,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"5010 Sunset Drive, Huntington, Wayne Co., WV"
188,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,128,Aedes,Aedes albopictus,9,Negative,Negative,Negative,Negative,9,0,"425 Camden Drive, Huntington, Wayne Co., WV"
189,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,129,Culex,Culex restuans,6,Negative,Negative,Negative,Negative,6,0,"425 Camden Road, Huntington, Wayne Co., WV"
190,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,130,Aedes,Aedes trivittatus,5,Negative,Negative,Negative,Negative,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
191,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,128,Aedes,Aedes albopictus,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
192,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,131,Anopheles,Anopheles punctipennis,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"425 Camden Road, Huntington, Wayne Co., WV"
193,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,130,Aedes,Aedes japonicus,1,Negative,Negative,Negative,Negative,1,0,"425 Camden Road, Huntington, Wayne Co., WV"
194,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,130,Aedes,Aedes vexans,5,Negative,Negative,Negative,Negative,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
195,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,130,Aedes,Aedes vexans,2,Negative,Negative,Negative,Negative,2,0,"425 Camden Road, Huntington, Wayne Co., WV"
196,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,130,Aedes,Aedes trivittatus,2,Negative,Negative,Negative,Negative,2,0,"425 Camden Road, Huntington, Wayne Co., WV"
197,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,128,Aedes,Aedes albopictus,5,Negative,Negative,Negative,Negative,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
198,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,129,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"425 Camden Road, Huntington, Wayne Co., WV"
199,39,5/30/2017,5/31/2017,22,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,132,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"5th Street West, Huntington, Cabell Co., WV"
200,38,5/30/2017,5/31/2017,22,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,131,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"425 Camden Road, Huntington, Wayne Co., WV"
201,39,5/30/2017,5/31/2017,22,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,133,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,"5th Street West, Huntington, Cabell Co., WV"
202,39,5/30/2017,5/31/2017,22,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,134,Aedes,Aedes albopictus,14,Negative,Negative,Negative,Negative,14,0,"5th Street West, Huntington, Cabell Co., WV"
